ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0036151	phosphatidylcholine acyl-chain remodeling	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	DBI/PLA2G2F	2
BP	GO:0042136	neurotransmitter biosynthetic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	TH/PAH	2
BP	GO:0043374	CD8-positive, alpha-beta T cell differentiation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	CBFB/SOCS1	2
BP	GO:0043584	nose development	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	SKI/CHD7	2
BP	GO:0044849	estrous cycle	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	EGR1/OPRL1	2
BP	GO:0046049	UMP metabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	DPYS/UPB1	2
BP	GO:0046131	pyrimidine ribonucleoside metabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	APOBEC3F/APOBEC3D	2
BP	GO:0046133	pyrimidine ribonucleoside catabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	APOBEC3F/APOBEC3D	2
BP	GO:0046341	CDP-diacylglycerol metabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	GPAT3/AGPAT3	2
BP	GO:0046462	monoacylglycerol metabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	DGAT1/AWAT2	2
BP	GO:0047484	regulation of response to osmotic stress	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ABCB1/YBX3	2
BP	GO:0048070	regulation of developmental pigmentation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ADAMTS9/BAX	2
BP	GO:0048148	behavioral response to cocaine	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	EHMT2/ABAT	2
BP	GO:0048302	regulation of isotype switching to IgG isotypes	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	IL27RA/CD40	2
BP	GO:0048711	positive regulation of astrocyte differentiation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	IL6ST/SHH	2
BP	GO:0048715	negative regulation of oligodendrocyte differentiation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	DLX2/DLX1	2
BP	GO:0050667	homocysteine metabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	BHMT/DPEP1	2
BP	GO:0050930	induction of positive chemotaxis	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PGF/ARTN	2
BP	GO:0051645	Golgi localization	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	COPG1/STK11	2
BP	GO:0060019	radial glial cell differentiation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	STAT3/CDH2	2
BP	GO:0071871	response to epinephrine	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	RYR2/ADIPOQ	2
BP	GO:0071888	macrophage apoptotic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	IRF3/IRF7	2
BP	GO:0098814	spontaneous synaptic transmission	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	RIMS2/SYT1	2
BP	GO:0120305	regulation of pigmentation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ADAMTS9/BAX	2
BP	GO:1901077	regulation of relaxation of muscle	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PDE4D/ACTN3	2
BP	GO:1901678	iron coordination entity transport	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	FLVCR1/LCN2	2
BP	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	THBS1/TIMP3	2
BP	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PLXNA3/PLXNA4	2
BP	GO:1902947	regulation of tau-protein kinase activity	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	MIR26B/EGR1	2
BP	GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	DDRGK1/TAF1	2
BP	GO:1903894	regulation of IRE1-mediated unfolded protein response	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	DDRGK1/BAX	2
BP	GO:1904152	regulation of retrograde protein transport, ER to cytosol	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	BRSK2/DERL3	2
BP	GO:1904814	regulation of protein localization to chromosome, telomeric region	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	GNL3L/WRAP53	2
BP	GO:1904925	positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	HUWE1/VPS13C	2
BP	GO:2000288	positive regulation of myoblast proliferation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	MALAT1/MEIS2	2
BP	GO:2001140	positive regulation of phospholipid transport	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	DBI/APOE	2
BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	7/2112	58/18903	0.474901296558614	0.871306511041425	0.803475491189175	PGF/PRKCB/VAV1/KDR/FYN/EMILIN1/VTN	7
BP	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	7/2112	58/18903	0.474901296558614	0.871306511041425	0.803475491189175	SH3BP5/CBLB/PTK6/SRCIN1/ERRFI1/SOCS1/SFRP2	7
BP	GO:0060997	dendritic spine morphogenesis	7/2112	58/18903	0.474901296558614	0.871306511041425	0.803475491189175	LZTS3/SRCIN1/CAPRIN2/DBN1/SIPA1L1/DNM3/ITPKA	7
BP	GO:0044703	multi-organism reproductive process	24/2112	209/18903	0.475727003194611	0.872287444829764	0.804380059498286	ASH1L/PGF/CALR/BSG/HSD11B2/DAZAP1/P2RX1/COL16A1/TEAD4/DDR1/FUT7/TLE6/TGFB3/PRLHR/KLF1/ADCY7/ADRA2A/CTSB/A1CF/GIP/DEDD/PAPPA/PCSK5/CSMD1	24
BP	GO:0099111	microtubule-based transport	24/2112	209/18903	0.475727003194611	0.872287444829764	0.804380059498286	DYNC1H1/DST/SYNE2/DYNC2H1/RPGR/COPG1/STK11/AP3B1/TRAK1/HNRNPU/CEP131/RHOT2/LAMP1/HAP1/SPEF2/TRIM46/CLIP3/CABYR/TERF2/DNAH5/CCDC39/SPAG17/DLG2/DNAH11	24
BP	GO:0051224	negative regulation of protein transport	15/2112	129/18903	0.475893364312453	0.872325634767231	0.804415276357538	RANGAP1/HADH/PKDCC/BMP8A/KCNE1/SRCIN1/IRS1/KLF7/APOE/ADRA2A/DERL3/RAB11FIP3/MDFIC/KCNJ11/ADIPOQ	15
BP	GO:0030888	regulation of B cell proliferation	8/2112	67/18903	0.477563488839174	0.874584647754967	0.806498425682056	BMI1/AHR/SASH3/WNT3A/PKN1/CD40/TNFRSF4/ADA	8
BP	GO:0035019	somatic stem cell population maintenance	8/2112	67/18903	0.477563488839174	0.874584647754967	0.806498425682056	STAT3/SKI/MED17/NOG/ASCL2/MIR145/RBPJ/NANOG	8
BP	GO:0072171	mesonephric tubule morphogenesis	8/2112	67/18903	0.477563488839174	0.874584647754967	0.806498425682056	NPNT/KIF26B/FOXD1/SHH/WNT6/NOG/FGF1/TMEM59L	8
BP	GO:0052547	regulation of peptidase activity	52/2112	459/18903	0.479668196502251	0.875661880689877	0.807491796270401	APLP2/STAT3/THBS1/CYFIP2/PEBP1/PROS1/DDRGK1/COL7A1/TIMP3/CARD9/CASP9/ANP32B/MTCH1/P2RX1/KNG1/SLC22A2/CTSH/BAX/SERPINA12/A2M/SERPINE1/WFIKKN1/CDKN2D/MAPK12/AQP1/BBC3/SERPINA5/BIRC7/ADORA2A/SERPINA1/WNT3A/ARRB2/COL4A3/PCSK1N/PRR7/TNFSF14/FOXL2/NR4A1/EPHA7/CTSB/DPEP1/FYN/VTN/FABP1/LAPTM5/SFRP2/LGMN/NLRP7/SERPINF1/C5/COL6A3/EIF2AK3	52
BP	GO:0006635	fatty acid beta-oxidation	9/2112	76/18903	0.479785462171818	0.875661880689877	0.807491796270401	ACAT1/ACOX1/HADH/PPARA/IRS1/EHHADH/ACAA1/FABP1/ADIPOQ	9
BP	GO:0009166	nucleotide catabolic process	9/2112	76/18903	0.479785462171818	0.875661880689877	0.807491796270401	ACAT1/NUDT16/PDE4D/TYMP/NT5M/DPYS/NTHL1/UPB1/ADA	9
BP	GO:0010822	positive regulation of mitochondrion organization	9/2112	76/18903	0.479785462171818	0.875661880689877	0.807491796270401	PPARGC1A/VPS13D/SLC25A5/BAX/ZNF205/BBC3/PGAM5/KDR/CERS1	9
BP	GO:0042273	ribosomal large subunit biogenesis	9/2112	76/18903	0.479785462171818	0.875661880689877	0.807491796270401	NOC2L/PES1/HEATR3/BOP1/EBNA1BP2/SURF6/WDR74/RRP15/GTPBP4	9
BP	GO:0060420	regulation of heart growth	9/2112	76/18903	0.479785462171818	0.875661880689877	0.807491796270401	ERBB4/BASP1/PPARA/TGFBR3/TBX20/NOG/TP73/RBPJ/CAV3	9
BP	GO:0046785	microtubule polymerization	10/2112	85/18903	0.481685644965782	0.875661880689877	0.807491796270401	AKAP9/TUBGCP2/GBA2/GIT1/NUMA1/CLIP3/PDE4DIP/CDK5RAP2/CAV3/STMN1	10
BP	GO:0048041	focal adhesion assembly	10/2112	85/18903	0.481685644965782	0.875661880689877	0.807491796270401	MACF1/VCL/EPB41L5/TEK/THBS1/ARHGAP6/COL16A1/PTPRJ/KDR/ACTN3	10
BP	GO:0010950	positive regulation of endopeptidase activity	20/2112	174/18903	0.481965233731902	0.875661880689877	0.807491796270401	STAT3/CYFIP2/CARD9/CASP9/ANP32B/MTCH1/P2RX1/SLC22A2/CTSH/BAX/BBC3/WNT3A/COL4A3/PRR7/FOXL2/FYN/LAPTM5/SFRP2/LGMN/EIF2AK3	20
BP	GO:0055088	lipid homeostasis	20/2112	174/18903	0.481965233731902	0.875661880689877	0.807491796270401	ZBTB20/ACOX1/DGAT1/ABCA5/PCSK9/THADA/EPHX2/RTN4/APOA5/LDLRAP1/ACSM2A/PNPLA2/APOE/FABP3/GIP/GPIHBP1/CAV3/LDLR/CEBPA/ACSM1	20
BP	GO:0021904	dorsal/ventral neural tube patterning	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	SHH/WNT3A/GSC	3
BP	GO:0032727	positive regulation of interferon-alpha production	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	IRF3/IRF7/TLR8	3
BP	GO:0035493	SNARE complex assembly	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	STX4/PRRT2/VPS41	3
BP	GO:0035518	histone H2A monoubiquitination	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	BMI1/DDB1/PCGF6	3
BP	GO:0035561	regulation of chromatin binding	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	MBD2/NFATC4/KDM4D	3
BP	GO:0043968	histone H2A acetylation	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	ACTB/TRRAP/NAA40	3
BP	GO:0045540	regulation of cholesterol biosynthetic process	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	MBTPS1/FGF1/APOE	3
BP	GO:0045591	positive regulation of regulatory T cell differentiation	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	SOX12/HLA-G/SOCS1	3
BP	GO:0046058	cAMP metabolic process	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	PDE4D/ADCY6/ADCY7	3
BP	GO:0048169	regulation of long-term neuronal synaptic plasticity	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	SYNGAP1/RAB5A/NEURL1	3
BP	GO:0060444	branching involved in mammary gland duct morphogenesis	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	DDR1/CAV3/CSMD1	3
BP	GO:0061760	antifungal innate immune response	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	CARD9/PLCG2/CLEC4D	3
BP	GO:0071359	cellular response to dsRNA	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	ZCCHC3/NFKB1/IRF3	3
BP	GO:0072677	eosinophil migration	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	ADAM8/EPX/CCL5	3
BP	GO:0080182	histone H3-K4 trimethylation	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	KMT2A/NFYA/TET2	3
BP	GO:0098856	intestinal lipid absorption	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	APOA5/UGCG/LDLR	3
BP	GO:0106118	regulation of sterol biosynthetic process	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	MBTPS1/FGF1/APOE	3
BP	GO:0150146	cell junction disassembly	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	FER/TGFB3/ARF6	3
BP	GO:1901673	regulation of mitotic spindle assembly	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	HNRNPU/EML3/CHMP4A	3
BP	GO:1903861	positive regulation of dendrite extension	3/2112	23/18903	0.482534399719497	0.875661880689877	0.807491796270401	ITSN2/RIMS2/SYT1	3
BP	GO:0007219	Notch signaling pathway	21/2112	183/18903	0.482945636338994	0.876142900791746	0.807935369063354	STAT3/AAK1/IL6ST/MAML2/EGFL7/JAG1/JAG2/NRARP/DLX2/DLK2/DLX1/LFNG/RBPJ/SORBS2/NEURL1/CNTN1/ROBO2/MIR126/PTP4A3/CEBPA/MESP1	21
BP	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	11/2112	94/18903	0.483341745076492	0.876596193642509	0.808353373165589	ARIH1/DAB2/STUB1/CBFA2T3/DDRGK1/MDM2/SMAD7/CSNK1E/AXIN1/TAF1/CEBPA	11
BP	GO:0045639	positive regulation of myeloid cell differentiation	12/2112	103/18903	0.484807199041941	0.878203475252635	0.809835528256605	STAT3/NEDD9/HMGB2/JAG1/GPR68/ABCB10/PLA2G3/TGFB1/POU4F2/MIR145/CD101/PF4	12
BP	GO:0048144	fibroblast proliferation	12/2112	103/18903	0.484807199041941	0.878203475252635	0.809835528256605	SKI/BMI1/EGFR/KMT2A/DAZAP1/SPHK1/PDGFRB/E2F1/BAX/AQP1/NLRC3/C1QL4	12
BP	GO:0061157	mRNA destabilization	12/2112	103/18903	0.484807199041941	0.878203475252635	0.809835528256605	CNOT1/PUM1/PLEKHN1/HNRNPD/TNRC6C/HNRNPU/SAMD4B/CNOT6/ZFP36/ZC3H12D/NANOS3/DND1	12
BP	GO:0006308	DNA catabolic process	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	BAX/DFFB/DNASE1L2/FOXL2	4
BP	GO:0007435	salivary gland morphogenesis	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	EGFR/TGFB1/TGFB3/SHH	4
BP	GO:0010667	negative regulation of cardiac muscle cell apoptotic process	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	GATA4/MIR145/SFRP2/MYOCD	4
BP	GO:0010669	epithelial structure maintenance	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	TFF2/PBLD/SLC22A5/MUC13	4
BP	GO:0033522	histone H2A ubiquitination	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	TRIP12/BMI1/DDB1/PCGF6	4
BP	GO:0034367	protein-containing complex remodeling	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	ABCA5/PLA2G3/APOA5/APOE	4
BP	GO:0046825	regulation of protein export from nucleus	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	RANGAP1/SIRT7/ANP32B/XPO1	4
BP	GO:0048240	sperm capacitation	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	ABHD2/DEFB1/CABYR/CFTR	4
BP	GO:0048710	regulation of astrocyte differentiation	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	IL6ST/SHH/NOG/LDLR	4
BP	GO:0050482	arachidonic acid secretion	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	PLA2G3/PLA2R1/PLA2G2F/NTSR1	4
BP	GO:0060674	placenta blood vessel development	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	PLCD3/PLG/VASH2/RBPJ	4
BP	GO:0080111	DNA demethylation	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	APOBEC3F/APOBEC3D/A1CF/TET2	4
BP	GO:1901889	negative regulation of cell junction assembly	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	THBS1/ARHGAP6/EPHA7/ROBO2	4
BP	GO:1903963	arachidonate transport	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	PLA2G3/PLA2R1/PLA2G2F/NTSR1	4
BP	GO:1990776	response to angiotensin	4/2112	32/18903	0.486865223267352	0.878203475252635	0.809835528256605	AHCYL1/NFKB1/KL/MIR145	4
BP	GO:0030317	flagellated sperm motility	15/2112	130/18903	0.488394071883109	0.879127833002388	0.810687924959264	ASH1L/CEP131/DEFB1/SPEF2/TEKT2/PLA2G3/TACR2/CATSPER1/NEURL1/DNAH5/SLC9C1/CCDC39/CFAP44/TEX101/DNAH11	15
BP	GO:0051028	mRNA transport	15/2112	130/18903	0.488394071883109	0.879127833002388	0.810687924959264	PABPN1/UPF2/AKAP8L/THOC6/XPO1/UPF3B/ZFP36/PARP11/QKI/NUP43/RBM8A/ZC3H3/SUPT6H/CHTOP/NUP98	15
BP	GO:0097722	sperm motility	15/2112	130/18903	0.488394071883109	0.879127833002388	0.810687924959264	ASH1L/CEP131/DEFB1/SPEF2/TEKT2/PLA2G3/TACR2/CATSPER1/NEURL1/DNAH5/SLC9C1/CCDC39/CFAP44/TEX101/DNAH11	15
BP	GO:0006997	nucleus organization	16/2112	139/18903	0.489392620018014	0.879127833002388	0.810687924959264	SYNE1/HIPK2/HMGB2/AKAP8L/PRKCB/NUMA1/WDR73/RTN4/WRAP53/PARP11/CHMP4A/RPS19/NOLC1/WEE2/NUP98/AFF2	16
BP	GO:0050684	regulation of mRNA processing	16/2112	139/18903	0.489392620018014	0.879127833002388	0.810687924959264	AHCYL1/HNRNPU/CDK9/CDK11A/SNW1/DAZAP1/CDK11B/CELF4/SRSF9/QKI/RBM8A/ZC3H3/NCL/SAFB2/SUPT6H/NUP98	16
BP	GO:0002691	regulation of cellular extravasation	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	CD99L2/ADAM8/LYVE1/FUT7/IL27RA	5
BP	GO:0032733	positive regulation of interleukin-10 production	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	STAT3/SASH3/PLCG2/MIR145/CD274	5
BP	GO:0034122	negative regulation of toll-like receptor signaling pathway	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	CACTIN/LILRA2/ARRB2/CD300LF/LILRA4	5
BP	GO:0046461	neutral lipid catabolic process	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	ABHD2/APOA5/PNPLA2/GPIHBP1/LIPE	5
BP	GO:0046464	acylglycerol catabolic process	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	ABHD2/APOA5/PNPLA2/GPIHBP1/LIPE	5
BP	GO:0050850	positive regulation of calcium-mediated signaling	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	ZAP70/P2RX3/NEUROD2/PLCG2/ADA	5
BP	GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	HAP1/BAX/NTSR1/P2RY6/JPH2	5
BP	GO:0060421	positive regulation of heart growth	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	ERBB4/BASP1/TGFBR3/TBX20/RBPJ	5
BP	GO:0070884	regulation of calcineurin-NFAT signaling cascade	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	RCAN1/HOMER3/PLCG2/DYRK2/ACTN3	5
BP	GO:0098703	calcium ion import across plasma membrane	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	SLC8A1/P2RX1/FYN/SLC24A2/CACNA1E	5
BP	GO:1902742	apoptotic process involved in development	5/2112	41/18903	0.489724363429258	0.879127833002388	0.810687924959264	JAG2/BAX/XKR5/TNFRSF1B/ROBO2	5
BP	GO:0051646	mitochondrion localization	6/2112	50/18903	0.491833279867466	0.879163945047856	0.810721225689952	TRAK1/RHOT2/HAP1/TLE6/ALB/ATP2A1	6
BP	GO:0060043	regulation of cardiac muscle cell proliferation	6/2112	50/18903	0.491833279867466	0.879163945047856	0.810721225689952	ERBB4/TGFBR3/TBX20/NOG/TP73/RBPJ	6
BP	GO:1901570	fatty acid derivative biosynthetic process	6/2112	50/18903	0.491833279867466	0.879163945047856	0.810721225689952	ACSL1/FAR1/AWAT2/ACSBG1/GGTLC1/HMGCS2	6
BP	GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	6/2112	50/18903	0.491833279867466	0.879163945047856	0.810721225689952	INCENP/CDCA8/SPC24/DUSP1/AURKB/CDK5RAP2	6
BP	GO:0007566	embryo implantation	7/2112	59/18903	0.493496982302701	0.879163945047856	0.810721225689952	CALR/BSG/TEAD4/DDR1/FUT7/A1CF/PCSK5	7
BP	GO:0010574	regulation of vascular endothelial growth factor production	7/2112	59/18903	0.493496982302701	0.879163945047856	0.810721225689952	IL6ST/GATA4/TGFB1/ADORA2B/C5/EIF2AK3/NOX1	7
BP	GO:0033363	secretory granule organization	7/2112	59/18903	0.493496982302701	0.879163945047856	0.810721225689952	VPS13B/AP3B1/AP1S3/KCNE1/HPS5/AQP1/PLA2G3	7
BP	GO:0051653	spindle localization	7/2112	59/18903	0.493496982302701	0.879163945047856	0.810721225689952	DYNC1H1/PKHD1/MYH9/NUMA1/TLE6/SAPCD2/CDK5RAP2	7
BP	GO:0051051	negative regulation of transport	54/2112	479/18903	0.493827358966778	0.879163945047856	0.810721225689952	RANGAP1/ANO9/WNK1/PTGER3/THBS1/ANK3/RAP1A/PRKCB/TMBIM6/HADH/PKDCC/GABBR1/EGF/BMP8A/KCNE1/KCNH2/PCSK9/THADA/SRCIN1/IRS1/NFKB1/PLA2R1/LILRB1/TFF2/CORO1A/PRRT2/ADRA2C/SHH/ANKRD13B/ARF6/MIR27A/CD300LF/KLF7/TACR2/APOE/OPRL1/ADRA2A/NTSR1/TNFRSF1B/OXSR1/DERL3/ADA/ABAT/SCAMP5/RAB11FIP3/VIP/GNAI2/MDFIC/KCNJ11/CAV3/PACSIN3/PRKCE/HMOX1/ADIPOQ	54
BP	GO:0051604	protein maturation	38/2112	336/18903	0.494104473006564	0.879163945047856	0.810721225689952	DYNC2H1/GLG1/MYH9/THBS1/MBTPS1/STUB1/BMP1/CYFIP2/ENO1/CPZ/ADAM8/CALR/CASP9/ECEL1/F11/PCSK9/HGFAC/CTSH/METAP2/SERPINE1/NAA30/SHH/IMMP2L/C2CD3/GLRX5/PCSK1N/F7/MME/COMP/NAA40/ENPEP/TSPAN33/KLK1/DPP4/KLK13/LGMN/NLRP7/PCSK5	38
BP	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	8/2112	68/18903	0.494869567014785	0.879163945047856	0.810721225689952	CNOT1/HNRNPD/TNRC6C/HNRNPU/SAMD4B/CNOT6/ZFP36/NANOS3	8
BP	GO:0043550	regulation of lipid kinase activity	8/2112	68/18903	0.494869567014785	0.879163945047856	0.810721225689952	TEK/PDGFRB/IRS1/PIP4K2A/TGFB1/CCL19/SOCS1/EEF1A2	8
BP	GO:0046513	ceramide biosynthetic process	8/2112	68/18903	0.494869567014785	0.879163945047856	0.810721225689952	SGMS2/CERS2/SPHK1/P2RX1/UGCG/SMPD2/SAMD8/CERS1	8
BP	GO:0002534	cytokine production involved in inflammatory response	9/2112	77/18903	0.496038537212369	0.879163945047856	0.810721225689952	STAT3/CARD9/PPARA/PLA2G3/PLD4/NLRC3/PER1/ADCY7/NLRP7	9
BP	GO:0008088	axo-dendritic transport	9/2112	77/18903	0.496038537212369	0.879163945047856	0.810721225689952	DYNC1H1/DST/AP3B1/TRAK1/HNRNPU/HAP1/TRIM46/TERF2/DLG2	9
BP	GO:0010827	regulation of glucose transmembrane transport	9/2112	77/18903	0.496038537212369	0.879163945047856	0.810721225689952	PRKCB/CAPN10/CLIP3/IRS1/KLF15/FGF19/POU4F2/GIP/ADIPOQ	9
BP	GO:0032729	positive regulation of interferon-gamma production	9/2112	77/18903	0.496038537212369	0.879163945047856	0.810721225689952	PDE4D/IL27RA/LILRB1/SASH3/HMHB1/EBI3/SLC7A5/IL27/TLR8	9
BP	GO:0072088	nephron epithelium morphogenesis	9/2112	77/18903	0.496038537212369	0.879163945047856	0.810721225689952	NPNT/KIF26B/FOXD1/SHH/IRX3/WNT6/NOG/FGF1/TMEM59L	9
BP	GO:1900015	regulation of cytokine production involved in inflammatory response	9/2112	77/18903	0.496038537212369	0.879163945047856	0.810721225689952	STAT3/CARD9/PPARA/PLA2G3/PLD4/NLRC3/PER1/ADCY7/NLRP7	9
BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	26/2112	229/18903	0.496530377076722	0.879163945047856	0.810721225689952	RAPGEF2/INCENP/AKAP13/ACSL1/THBS1/MAP3K7/IGF2/MAP3K10/ADAM8/EGFR/EGF/TELO2/PDGFRB/MIR26B/TGFB1/AXIN1/TRAF2/CD40/CCL19/TCL1A/FGF1/ADRA2A/TENM1/MAP3K13/CDK5R2/ADIPOQ	26
