ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	adj.P.Val	P.Value	t	B	logFC	
216984_x_at	6.05E-02	1.05E-02	2.686988	-3.002358	0.37343356	IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1	6.05E-02	1.05E-02	2.686988	-3.002358	0.37343356	up
1561490_at	6.05E-02	1.05E-02	2.6868516	-3.002663	0.2486386	NPSR1-AS1	6.05E-02	1.05E-02	2.6868516	-3.002663	0.2486386	up
203162_s_at	6.05E-02	1.05E-02	-2.686816	-3.002742	-0.25296857	KATNB1	6.05E-02	1.05E-02	-2.686816	-3.002742	-0.25296857	down
1562864_at	6.06E-02	1.05E-02	2.6864636	-3.00353	0.17592402	PACRG-AS2	6.06E-02	1.05E-02	2.6864636	-3.00353	0.17592402	up
208654_s_at	6.06E-02	1.05E-02	2.6863984	-3.003676	0.51769396	CD164	6.06E-02	1.05E-02	2.6863984	-3.003676	0.51769396	up
238339_x_at	6.06E-02	1.05E-02	2.6863944	-3.003685	0.29859478	LRIG1	6.06E-02	1.05E-02	2.6863944	-3.003685	0.29859478	up
206920_s_at	6.06E-02	1.05E-02	2.686134	-3.004267	0.37581785	GLE1	6.06E-02	1.05E-02	2.686134	-3.004267	0.37581785	up
234686_at	6.06E-02	1.05E-02	-2.6860729	-3.004404	-0.1076413	SUGT1P1	6.06E-02	1.05E-02	-2.6860729	-3.004404	-0.1076413	down
225924_at	6.07E-02	1.05E-02	-2.6858087	-3.004994	-0.57095788	FNIP2	6.07E-02	1.05E-02	-2.6858087	-3.004994	-0.57095788	down
213266_at	6.07E-02	1.05E-02	-2.68578	-3.005059	-0.18306441	TP53BP1	6.07E-02	1.05E-02	-2.68578	-3.005059	-0.18306441	down
227922_x_at	6.07E-02	1.05E-02	-2.6857071	-3.005222	-0.2388659	GTF2IP20	6.07E-02	1.05E-02	-2.6857071	-3.005222	-0.2388659	down
210181_s_at	6.07E-02	1.05E-02	-2.6856365	-3.005379	-0.48283881	CABP1	6.07E-02	1.05E-02	-2.6856365	-3.005379	-0.48283881	down
221214_s_at	6.07E-02	1.05E-02	-2.6856252	-3.005405	-0.45969456	MIR7114///NSMF	6.07E-02	1.05E-02	-2.6856252	-3.005405	-0.45969456	down
239132_at	6.07E-02	1.05E-02	-2.6855179	-3.005644	-0.46988862	NOS1	6.07E-02	1.05E-02	-2.6855179	-3.005644	-0.46988862	down
206327_s_at	6.07E-02	1.05E-02	2.685427	-3.005848	0.27322262	CDH15	6.07E-02	1.05E-02	2.685427	-3.005848	0.27322262	up
216598_s_at	6.07E-02	1.05E-02	2.685407	-3.005892	1.02974258	CCL2	6.07E-02	1.05E-02	2.685407	-3.005892	1.02974258	up
1557443_s_at	6.07E-02	1.05E-02	-2.6852715	-3.006195	-0.16011759	HNCAT21	6.07E-02	1.05E-02	-2.6852715	-3.006195	-0.16011759	down
1552862_at	6.07E-02	1.05E-02	-2.6852548	-3.006232	-0.32248969	RUSC1-AS1	6.07E-02	1.05E-02	-2.6852548	-3.006232	-0.32248969	down
208981_at	6.07E-02	1.05E-02	2.6849041	-3.007016	0.33624307	PECAM1	6.07E-02	1.05E-02	2.6849041	-3.007016	0.33624307	up
207561_s_at	6.07E-02	1.05E-02	2.6848902	-3.007048	0.19898495	ABCB8///ASIC3	6.07E-02	1.05E-02	2.6848902	-3.007048	0.19898495	up
1554469_at	6.07E-02	1.05E-02	-2.6847828	-3.007287	-0.21587236	ZBTB44	6.07E-02	1.05E-02	-2.6847828	-3.007287	-0.21587236	down
241394_at	6.07E-02	1.05E-02	2.6847649	-3.007327	0.15100154	LOC101928710	6.07E-02	1.05E-02	2.6847649	-3.007327	0.15100154	up
207823_s_at	6.07E-02	1.05E-02	2.6846719	-3.007535	0.28629763	AIF1	6.07E-02	1.05E-02	2.6846719	-3.007535	0.28629763	up
1553045_at	6.08E-02	1.05E-02	2.6844881	-3.007946	0.1693387	WNT9A	6.08E-02	1.05E-02	2.6844881	-3.007946	0.1693387	up
238959_at	6.08E-02	1.05E-02	2.6844745	-3.007977	0.3329709	LARP4	6.08E-02	1.05E-02	2.6844745	-3.007977	0.3329709	up
223936_s_at	6.08E-02	1.05E-02	2.6843801	-3.008187	0.2828139	FOXP1	6.08E-02	1.05E-02	2.6843801	-3.008187	0.2828139	up
212520_s_at	6.08E-02	1.05E-02	-2.6843711	-3.008208	-0.31605419	SMARCA4	6.08E-02	1.05E-02	-2.6843711	-3.008208	-0.31605419	down
230826_at	6.08E-02	1.05E-02	2.6843089	-3.008346	0.23857087	MMD2	6.08E-02	1.05E-02	2.6843089	-3.008346	0.23857087	up
209832_s_at	6.08E-02	1.05E-02	2.6842341	-3.008514	0.22641545	CDT1	6.08E-02	1.05E-02	2.6842341	-3.008514	0.22641545	up
229021_at	6.08E-02	1.05E-02	2.6841531	-3.008695	0.25512264	MCTP2	6.08E-02	1.05E-02	2.6841531	-3.008695	0.25512264	up
242530_at	6.08E-02	1.06E-02	2.6840279	-3.008974	0.25308369	SV2C	6.08E-02	1.06E-02	2.6840279	-3.008974	0.25308369	up
214214_s_at	6.08E-02	1.06E-02	-2.6838978	-3.009265	-0.22238396	C1QBP	6.08E-02	1.06E-02	-2.6838978	-3.009265	-0.22238396	down
1565546_at	6.08E-02	1.06E-02	-2.6837416	-3.009614	-0.13268076	RNF141	6.08E-02	1.06E-02	-2.6837416	-3.009614	-0.13268076	down
242493_at	6.08E-02	1.06E-02	-2.6837175	-3.009668	-0.1059324	PTPRD	6.08E-02	1.06E-02	-2.6837175	-3.009668	-0.1059324	down
215193_x_at	6.08E-02	1.06E-02	2.6834562	-3.010252	0.51858559	LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	6.08E-02	1.06E-02	2.6834562	-3.010252	0.51858559	up
241014_at	6.09E-02	1.06E-02	2.6831844	-3.010859	0.31511133	FLG-AS1	6.09E-02	1.06E-02	2.6831844	-3.010859	0.31511133	up
230106_at	6.09E-02	1.06E-02	2.6830989	-3.01105	0.25905889	ZXDC	6.09E-02	1.06E-02	2.6830989	-3.01105	0.25905889	up
1562783_at	6.09E-02	1.06E-02	2.6829437	-3.011397	0.21434579	LOC100128840	6.09E-02	1.06E-02	2.6829437	-3.011397	0.21434579	up
209690_s_at	6.09E-02	1.06E-02	2.6828566	-3.011591	0.27546081	DOK4	6.09E-02	1.06E-02	2.6828566	-3.011591	0.27546081	up
228349_at	6.09E-02	1.06E-02	-2.6827416	-3.011848	-0.24040685	KIAA1958	6.09E-02	1.06E-02	-2.6827416	-3.011848	-0.24040685	down
223427_s_at	6.09E-02	1.06E-02	-2.6827269	-3.011881	-0.41512963	EPB41L4B	6.09E-02	1.06E-02	-2.6827269	-3.011881	-0.41512963	down
230574_at	6.09E-02	1.06E-02	2.6825834	-3.012202	0.42027834	LOC100130938	6.09E-02	1.06E-02	2.6825834	-3.012202	0.42027834	up
1553715_s_at	6.09E-02	1.06E-02	-2.6825324	-3.012315	-0.42895946	MCRIP2	6.09E-02	1.06E-02	-2.6825324	-3.012315	-0.42895946	down
1567686_at	6.09E-02	1.06E-02	2.6825295	-3.012322	0.16963948	CECR9	6.09E-02	1.06E-02	2.6825295	-3.012322	0.16963948	up
216361_s_at	6.10E-02	1.06E-02	2.6820188	-3.013463	0.18032423	KAT6A	6.10E-02	1.06E-02	2.6820188	-3.013463	0.18032423	up
212380_at	6.10E-02	1.06E-02	-2.6819417	-3.013635	-0.23788209	CMTR1	6.10E-02	1.06E-02	-2.6819417	-3.013635	-0.23788209	down
212201_at	6.10E-02	1.06E-02	2.681711	-3.01415	0.29578494	ANKLE2	6.10E-02	1.06E-02	2.681711	-3.01415	0.29578494	up
202953_at	6.10E-02	1.06E-02	2.6816467	-3.014293	1.01723244	C1QB	6.10E-02	1.06E-02	2.6816467	-3.014293	1.01723244	up
1556927_at	6.10E-02	1.06E-02	-2.681549	-3.014512	-0.23395694	KCNK10	6.10E-02	1.06E-02	-2.681549	-3.014512	-0.23395694	down
229175_at	6.10E-02	1.06E-02	-2.6814328	-3.014771	-0.21606117	SMYD4	6.10E-02	1.06E-02	-2.6814328	-3.014771	-0.21606117	down
211742_s_at	6.10E-02	1.06E-02	2.6813862	-3.014875	0.91371282	EVI2B	6.10E-02	1.06E-02	2.6813862	-3.014875	0.91371282	up
238760_at	6.10E-02	1.06E-02	2.681378	-3.014893	0.19710873	YARS	6.10E-02	1.06E-02	2.681378	-3.014893	0.19710873	up
205574_x_at	6.10E-02	1.06E-02	2.6813311	-3.014998	0.36555452	BMP1	6.10E-02	1.06E-02	2.6813311	-3.014998	0.36555452	up
205271_s_at	6.11E-02	1.06E-02	-2.6808723	-3.016023	-0.23265794	CDK20	6.11E-02	1.06E-02	-2.6808723	-3.016023	-0.23265794	down
228557_at	6.11E-02	1.06E-02	-2.6806583	-3.0165	-0.32769507	L3MBTL4	6.11E-02	1.06E-02	-2.6806583	-3.0165	-0.32769507	down
225754_at	6.11E-02	1.06E-02	2.6805527	-3.016736	0.29471496	AP1G1	6.11E-02	1.06E-02	2.6805527	-3.016736	0.29471496	up
1557103_a_at	6.11E-02	1.06E-02	2.6803951	-3.017088	0.30023282	LMTK3	6.11E-02	1.06E-02	2.6803951	-3.017088	0.30023282	up
216212_s_at	6.12E-02	1.07E-02	2.6798989	-3.018196	0.16880092	MIR664B///SNORA56///DKC1	6.12E-02	1.07E-02	2.6798989	-3.018196	0.16880092	up
229185_at	6.12E-02	1.07E-02	2.6798238	-3.018363	0.2245942	LIFR	6.12E-02	1.07E-02	2.6798238	-3.018363	0.2245942	up
202079_s_at	6.12E-02	1.07E-02	-2.6797266	-3.01858	-0.22900493	TRAK1	6.12E-02	1.07E-02	-2.6797266	-3.01858	-0.22900493	down
1555000_at	6.13E-02	1.07E-02	2.6794228	-3.019258	0.20676936	OK/SW-CL.36	6.13E-02	1.07E-02	2.6794228	-3.019258	0.20676936	up
206646_at	6.13E-02	1.07E-02	2.6793497	-3.019421	0.26713179	GLI1	6.13E-02	1.07E-02	2.6793497	-3.019421	0.26713179	up
206313_at	6.13E-02	1.07E-02	2.679274	-3.01959	0.30070305	HLA-DOA	6.13E-02	1.07E-02	2.679274	-3.01959	0.30070305	up
209793_at	6.13E-02	1.07E-02	2.6788227	-3.020598	0.21666955	GRIA1	6.13E-02	1.07E-02	2.6788227	-3.020598	0.21666955	up
1568606_at	6.13E-02	1.07E-02	2.6787241	-3.020817	0.19706294	C11orf88	6.13E-02	1.07E-02	2.6787241	-3.020817	0.19706294	up
241920_x_at	6.14E-02	1.07E-02	2.6785871	-3.021123	0.17389844	SPG11	6.14E-02	1.07E-02	2.6785871	-3.021123	0.17389844	up
202732_at	6.14E-02	1.07E-02	-2.678512	-3.021291	-0.24671903	PKIG	6.14E-02	1.07E-02	-2.678512	-3.021291	-0.24671903	down
226384_at	6.14E-02	1.07E-02	-2.6781483	-3.022102	-0.29656937	PLPP5	6.14E-02	1.07E-02	-2.6781483	-3.022102	-0.29656937	down
229722_at	6.14E-02	1.07E-02	-2.6780716	-3.022273	-0.17454478	LOC100270804	6.14E-02	1.07E-02	-2.6780716	-3.022273	-0.17454478	down
1561099_at	6.14E-02	1.07E-02	2.6779967	-3.022441	0.21613138	TBC1D22A-AS1	6.14E-02	1.07E-02	2.6779967	-3.022441	0.21613138	up
207005_s_at	6.14E-02	1.07E-02	2.6778541	-3.022759	0.26393121	BCL2	6.14E-02	1.07E-02	2.6778541	-3.022759	0.26393121	up
216318_at	6.14E-02	1.07E-02	2.6778062	-3.022866	0.21212536	IGHA2///IGHA1///IGH	6.14E-02	1.07E-02	2.6778062	-3.022866	0.21212536	up
1558785_a_at	6.14E-02	1.07E-02	2.6777987	-3.022882	0.19922875	RGS5	6.14E-02	1.07E-02	2.6777987	-3.022882	0.19922875	up
232364_at	6.14E-02	1.07E-02	2.677783	-3.022917	0.1283068	LOC100506235	6.14E-02	1.07E-02	2.677783	-3.022917	0.1283068	up
214079_at	6.14E-02	1.07E-02	-2.6776576	-3.023197	-0.19859082	DHRS2	6.14E-02	1.07E-02	-2.6776576	-3.023197	-0.19859082	down
232663_s_at	6.14E-02	1.07E-02	2.6775757	-3.02338	0.25996495	UBAP1L	6.14E-02	1.07E-02	2.6775757	-3.02338	0.25996495	up
205958_x_at	6.14E-02	1.07E-02	2.6775667	-3.0234	0.26336245	CSHL1	6.14E-02	1.07E-02	2.6775667	-3.0234	0.26336245	up
230615_at	6.15E-02	1.07E-02	2.6771422	-3.024347	0.27156791	DUOXA2	6.15E-02	1.07E-02	2.6771422	-3.024347	0.27156791	up
229217_at	6.15E-02	1.07E-02	2.6771336	-3.024366	0.32163532	SP3	6.15E-02	1.07E-02	2.6771336	-3.024366	0.32163532	up
229747_x_at	6.15E-02	1.07E-02	2.6770221	-3.024615	0.27610508	LOC146880	6.15E-02	1.07E-02	2.6770221	-3.024615	0.27610508	up
225808_at	6.15E-02	1.07E-02	-2.6770056	-3.024652	-0.21165739	METTL23	6.15E-02	1.07E-02	-2.6770056	-3.024652	-0.21165739	down
238800_s_at	6.15E-02	1.07E-02	2.6769086	-3.024868	0.36341253	ZCCHC6	6.15E-02	1.07E-02	2.6769086	-3.024868	0.36341253	up
242625_at	6.15E-02	1.07E-02	-2.6768208	-3.025064	-0.64966867	RSAD2	6.15E-02	1.07E-02	-2.6768208	-3.025064	-0.64966867	down
222503_s_at	6.16E-02	1.08E-02	2.6762014	-3.026445	0.25140065	WDR41	6.16E-02	1.08E-02	2.6762014	-3.026445	0.25140065	up
203265_s_at	6.16E-02	1.08E-02	2.6762003	-3.026448	0.3581365	MAP2K4	6.16E-02	1.08E-02	2.6762003	-3.026448	0.3581365	up
227864_s_at	6.16E-02	1.08E-02	-2.6760313	-3.026824	-0.32519855	MVB12A	6.16E-02	1.08E-02	-2.6760313	-3.026824	-0.32519855	down
239395_at	6.16E-02	1.08E-02	2.6759557	-3.026993	0.2502975	ARRDC3-AS1	6.16E-02	1.08E-02	2.6759557	-3.026993	0.2502975	up
212203_x_at	6.16E-02	1.08E-02	2.67594	-3.027028	0.38455008	IFITM3	6.16E-02	1.08E-02	2.67594	-3.027028	0.38455008	up
203677_s_at	6.16E-02	1.08E-02	-2.6757747	-3.027396	-0.20399385	TARBP2	6.16E-02	1.08E-02	-2.6757747	-3.027396	-0.20399385	down
219823_at	6.16E-02	1.08E-02	2.6757296	-3.027497	0.15792352	LIN28A	6.16E-02	1.08E-02	2.6757296	-3.027497	0.15792352	up
1553701_a_at	6.16E-02	1.08E-02	2.6756799	-3.027608	0.20775683	DUSP18	6.16E-02	1.08E-02	2.6756799	-3.027608	0.20775683	up
222692_s_at	6.16E-02	1.08E-02	2.6756347	-3.027709	0.48199208	LOC101928615///FNDC3B	6.16E-02	1.08E-02	2.6756347	-3.027709	0.48199208	up
1556024_at	6.16E-02	1.08E-02	2.6755349	-3.027931	0.18180567	EME2	6.16E-02	1.08E-02	2.6755349	-3.027931	0.18180567	up
212595_s_at	6.16E-02	1.08E-02	2.6754354	-3.028153	0.36037838	DAZAP2	6.16E-02	1.08E-02	2.6754354	-3.028153	0.36037838	up
223451_s_at	6.16E-02	1.08E-02	2.6753551	-3.028332	0.54222176	CKLF	6.16E-02	1.08E-02	2.6753551	-3.028332	0.54222176	up
211070_x_at	6.16E-02	1.08E-02	2.6751973	-3.028684	0.3288782	DBI	6.16E-02	1.08E-02	2.6751973	-3.028684	0.3288782	up
241910_x_at	6.16E-02	1.08E-02	-2.6751698	-3.028745	-0.22071582	ARL17B///ARL17A	6.16E-02	1.08E-02	-2.6751698	-3.028745	-0.22071582	down
1568877_a_at	6.17E-02	1.08E-02	2.6751152	-3.028867	0.48930007	ACBD5	6.17E-02	1.08E-02	2.6751152	-3.028867	0.48930007	up
205943_at	6.17E-02	1.08E-02	2.6749128	-3.029318	0.59313264	TDO2	6.17E-02	1.08E-02	2.6749128	-3.029318	0.59313264	up
1555372_at	6.17E-02	1.08E-02	-2.6748677	-3.029419	-0.39232759	BCL2L11	6.17E-02	1.08E-02	-2.6748677	-3.029419	-0.39232759	down
243349_at	6.17E-02	1.08E-02	2.6748665	-3.029421	0.26811794	KIAA1324	6.17E-02	1.08E-02	2.6748665	-3.029421	0.26811794	up
206519_x_at	6.17E-02	1.08E-02	2.6744985	-3.030242	0.12990897	SIGLEC6	6.17E-02	1.08E-02	2.6744985	-3.030242	0.12990897	up
212863_x_at	6.17E-02	1.08E-02	-2.6743504	-3.030572	-0.20400754	CTBP1	6.17E-02	1.08E-02	-2.6743504	-3.030572	-0.20400754	down
1560610_at	6.18E-02	1.08E-02	2.6741355	-3.031051	0.23244358	LOC101929621	6.18E-02	1.08E-02	2.6741355	-3.031051	0.23244358	up
228758_at	6.18E-02	1.08E-02	2.6740393	-3.031265	0.43852932	BCL6	6.18E-02	1.08E-02	2.6740393	-3.031265	0.43852932	up
227030_at	6.18E-02	1.08E-02	2.6737894	-3.031822	0.26117563	IKZF3	6.18E-02	1.08E-02	2.6737894	-3.031822	0.26117563	up
231721_at	6.18E-02	1.08E-02	2.6736463	-3.032141	0.38212465	JAM3	6.18E-02	1.08E-02	2.6736463	-3.032141	0.38212465	up
206549_at	6.18E-02	1.08E-02	2.6734135	-3.03266	0.19025096	INSL4	6.18E-02	1.08E-02	2.6734135	-3.03266	0.19025096	up
215938_s_at	6.18E-02	1.08E-02	-2.6733915	-3.032709	-0.23798462	PLA2G6	6.18E-02	1.08E-02	-2.6733915	-3.032709	-0.23798462	down
201997_s_at	6.18E-02	1.08E-02	-2.6733499	-3.032802	-0.32403116	SPEN	6.18E-02	1.08E-02	-2.6733499	-3.032802	-0.32403116	down
203622_s_at	6.19E-02	1.08E-02	2.6731441	-3.03326	0.27610693	PNO1	6.19E-02	1.08E-02	2.6731441	-3.03326	0.27610693	up
206360_s_at	6.19E-02	1.08E-02	2.67306	-3.033448	0.26567892	SOCS3	6.19E-02	1.08E-02	2.67306	-3.033448	0.26567892	up
206392_s_at	6.19E-02	1.08E-02	2.6729919	-3.033599	1.10112145	RARRES1	6.19E-02	1.08E-02	2.6729919	-3.033599	1.10112145	up
241166_at	6.19E-02	1.09E-02	2.6729356	-3.033725	0.2468846	CEP41	6.19E-02	1.09E-02	2.6729356	-3.033725	0.2468846	up
235762_at	6.19E-02	1.09E-02	-2.6728977	-3.033809	-0.43620812	TAS2R14	6.19E-02	1.09E-02	-2.6728977	-3.033809	-0.43620812	down
226288_s_at	6.19E-02	1.09E-02	2.6727916	-3.034046	0.24114635	NLGN2	6.19E-02	1.09E-02	2.6727916	-3.034046	0.24114635	up
225191_at	6.19E-02	1.09E-02	-2.6727561	-3.034125	-0.37091085	CIRBP	6.19E-02	1.09E-02	-2.6727561	-3.034125	-0.37091085	down
214285_at	6.19E-02	1.09E-02	-2.6727389	-3.034163	-0.53378592	FABP3	6.19E-02	1.09E-02	-2.6727389	-3.034163	-0.53378592	down
1554725_at	6.19E-02	1.09E-02	2.6723729	-3.034979	0.14413293	RABGAP1L	6.19E-02	1.09E-02	2.6723729	-3.034979	0.14413293	up
1557727_at	6.19E-02	1.09E-02	2.6723012	-3.035138	0.23834807	PCBP1-AS1	6.19E-02	1.09E-02	2.6723012	-3.035138	0.23834807	up
208529_at	6.19E-02	1.09E-02	2.6722241	-3.03531	0.15171719	BTF3P11	6.19E-02	1.09E-02	2.6722241	-3.03531	0.15171719	up
214341_at	6.19E-02	1.09E-02	2.6722152	-3.03533	0.20401431	AP1G2	6.19E-02	1.09E-02	2.6722152	-3.03533	0.20401431	up
209697_at	6.19E-02	1.09E-02	2.6721862	-3.035394	0.27795511	PPP3CC	6.19E-02	1.09E-02	2.6721862	-3.035394	0.27795511	up
202340_x_at	6.19E-02	1.09E-02	2.6720383	-3.035724	0.29241915	NR4A1	6.19E-02	1.09E-02	2.6720383	-3.035724	0.29241915	up
226210_s_at	6.19E-02	1.09E-02	-2.67184	-3.036166	-0.52885935	MEG3	6.19E-02	1.09E-02	-2.67184	-3.036166	-0.52885935	down
211108_s_at	6.19E-02	1.09E-02	2.6717827	-3.036293	0.21945612	JAK3	6.19E-02	1.09E-02	2.6717827	-3.036293	0.21945612	up
228223_at	6.19E-02	1.09E-02	-2.6716912	-3.036497	-0.2061286	ZSWIM3	6.19E-02	1.09E-02	-2.6716912	-3.036497	-0.2061286	down
206738_at	6.19E-02	1.09E-02	2.6716771	-3.036529	0.23448198	APOC4-APOC2///APOC4///APOC2	6.19E-02	1.09E-02	2.6716771	-3.036529	0.23448198	up
1555349_a_at	6.19E-02	1.09E-02	2.6716408	-3.036609	0.9030296	ITGB2	6.19E-02	1.09E-02	2.6716408	-3.036609	0.9030296	up
201522_x_at	6.19E-02	1.09E-02	-2.671605	-3.036689	-0.21972997	SNURF///SNRPN	6.19E-02	1.09E-02	-2.671605	-3.036689	-0.21972997	down
223291_at	6.20E-02	1.09E-02	2.6714985	-3.036926	0.23937715	MRPS15	6.20E-02	1.09E-02	2.6714985	-3.036926	0.23937715	up
239875_at	6.20E-02	1.09E-02	2.6714135	-3.037116	0.22062174	NAB1	6.20E-02	1.09E-02	2.6714135	-3.037116	0.22062174	up
235055_x_at	6.20E-02	1.09E-02	2.6712476	-3.037485	0.21671981	MUC4	6.20E-02	1.09E-02	2.6712476	-3.037485	0.21671981	up
217049_x_at	6.20E-02	1.09E-02	2.6709557	-3.038135	0.12374555	PCDH11Y///PCDH11X	6.20E-02	1.09E-02	2.6709557	-3.038135	0.12374555	up
219890_at	6.20E-02	1.09E-02	2.6709285	-3.038196	0.20445446	CLEC5A	6.20E-02	1.09E-02	2.6709285	-3.038196	0.20445446	up
215627_at	6.20E-02	1.09E-02	-2.6708576	-3.038354	-0.14063861	LOC101926913	6.20E-02	1.09E-02	-2.6708576	-3.038354	-0.14063861	down
203615_x_at	6.20E-02	1.09E-02	-2.6707823	-3.038521	-0.37545316	SULT1A1	6.20E-02	1.09E-02	-2.6707823	-3.038521	-0.37545316	down
1554606_at	6.20E-02	1.09E-02	2.6706298	-3.038861	0.55063138	CEP120	6.20E-02	1.09E-02	2.6706298	-3.038861	0.55063138	up
210785_s_at	6.21E-02	1.09E-02	2.6702736	-3.039654	0.54553188	THEMIS2	6.21E-02	1.09E-02	2.6702736	-3.039654	0.54553188	up
206372_at	6.21E-02	1.09E-02	2.6699652	-3.040341	0.57773703	MYF6	6.21E-02	1.09E-02	2.6699652	-3.040341	0.57773703	up
235396_at	6.21E-02	1.09E-02	-2.6696927	-3.040947	-0.23272404	TANGO2	6.21E-02	1.09E-02	-2.6696927	-3.040947	-0.23272404	down
32091_at	6.22E-02	1.09E-02	-2.6694743	-3.041434	-0.31842709	SLC25A44	6.22E-02	1.09E-02	-2.6694743	-3.041434	-0.31842709	down
208930_s_at	6.22E-02	1.09E-02	2.6694353	-3.041521	0.36347758	ILF3	6.22E-02	1.09E-02	2.6694353	-3.041521	0.36347758	up
210310_s_at	6.22E-02	1.09E-02	2.6694136	-3.041569	0.23419832	FGF5	6.22E-02	1.09E-02	2.6694136	-3.041569	0.23419832	up
1555758_a_at	6.22E-02	1.09E-02	2.6693617	-3.041684	0.53617997	CDKN3	6.22E-02	1.09E-02	2.6693617	-3.041684	0.53617997	up
206391_at	6.22E-02	1.09E-02	2.6693216	-3.041774	0.77200642	RARRES1	6.22E-02	1.09E-02	2.6693216	-3.041774	0.77200642	up
223229_at	6.22E-02	1.10E-02	2.6693075	-3.041805	0.37630598	UBE2T	6.22E-02	1.10E-02	2.6693075	-3.041805	0.37630598	up
209528_s_at	6.22E-02	1.10E-02	-2.6689044	-3.042702	-0.25161467	TELO2	6.22E-02	1.10E-02	-2.6689044	-3.042702	-0.25161467	down
200713_s_at	6.22E-02	1.10E-02	2.6687382	-3.043072	0.18477238	MAPRE1	6.22E-02	1.10E-02	2.6687382	-3.043072	0.18477238	up
227560_at	6.23E-02	1.10E-02	-2.668523	-3.043551	-0.5787649	SFXN2	6.23E-02	1.10E-02	-2.668523	-3.043551	-0.5787649	down
216998_s_at	6.23E-02	1.10E-02	2.6682319	-3.044199	0.25248215	ADAM5	6.23E-02	1.10E-02	2.6682319	-3.044199	0.25248215	up
211939_x_at	6.23E-02	1.10E-02	2.6681809	-3.044313	0.17991955	BTF3	6.23E-02	1.10E-02	2.6681809	-3.044313	0.17991955	up
237622_at	6.23E-02	1.10E-02	-2.6681498	-3.044382	-1.18420536	ACO1	6.23E-02	1.10E-02	-2.6681498	-3.044382	-1.18420536	down
238322_s_at	6.23E-02	1.10E-02	2.6681183	-3.044452	0.20938357	TEAD2	6.23E-02	1.10E-02	2.6681183	-3.044452	0.20938357	up
1554710_at	6.23E-02	1.10E-02	2.667958	-3.044809	0.19079037	KCNMB1	6.23E-02	1.10E-02	2.667958	-3.044809	0.19079037	up
204379_s_at	6.23E-02	1.10E-02	-2.6679011	-3.044935	-0.38720515	FGFR3	6.23E-02	1.10E-02	-2.6679011	-3.044935	-0.38720515	down
231650_s_at	6.23E-02	1.10E-02	2.6676188	-3.045563	0.19104686	SEZ6L	6.23E-02	1.10E-02	2.6676188	-3.045563	0.19104686	up
207772_s_at	6.23E-02	1.10E-02	2.667604	-3.045596	0.17937783	PRMT8	6.23E-02	1.10E-02	2.667604	-3.045596	0.17937783	up
216647_at	6.23E-02	1.10E-02	2.667598	-3.04561	0.22361227	TCF3	6.23E-02	1.10E-02	2.667598	-3.04561	0.22361227	up
207311_at	6.24E-02	1.10E-02	2.6674449	-3.04595	0.25822102	DOC2B	6.24E-02	1.10E-02	2.6674449	-3.04595	0.25822102	up
1555628_a_at	6.24E-02	1.10E-02	2.6673776	-3.0461	0.54115649	HAVCR2	6.24E-02	1.10E-02	2.6673776	-3.0461	0.54115649	up
204609_at	6.24E-02	1.10E-02	2.6671157	-3.046683	0.24330714	CCDC85B	6.24E-02	1.10E-02	2.6671157	-3.046683	0.24330714	up
219724_s_at	6.24E-02	1.10E-02	2.6670794	-3.046764	0.18849479	TESPA1	6.24E-02	1.10E-02	2.6670794	-3.046764	0.18849479	up
211631_x_at	6.24E-02	1.10E-02	2.6669421	-3.047069	0.38565345	B4GALT1	6.24E-02	1.10E-02	2.6669421	-3.047069	0.38565345	up
226116_at	6.24E-02	1.10E-02	-2.6668855	-3.047195	-0.18549294	DFFA	6.24E-02	1.10E-02	-2.6668855	-3.047195	-0.18549294	down
1557801_x_at	6.24E-02	1.10E-02	-2.666528	-3.04799	-0.32915837	C11orf31	6.24E-02	1.10E-02	-2.666528	-3.04799	-0.32915837	down
205885_s_at	6.24E-02	1.10E-02	2.6664647	-3.048131	0.37472383	ITGA4	6.24E-02	1.10E-02	2.6664647	-3.048131	0.37472383	up
201144_s_at	6.24E-02	1.10E-02	2.666419	-3.048233	0.20158108	EIF2S1	6.24E-02	1.10E-02	2.666419	-3.048233	0.20158108	up
232085_at	6.24E-02	1.10E-02	2.6663679	-3.048346	0.26809816	MAPK8IP3	6.24E-02	1.10E-02	2.6663679	-3.048346	0.26809816	up
228820_at	6.25E-02	1.10E-02	-2.666022	-3.049116	-0.15489044	XPNPEP3	6.25E-02	1.10E-02	-2.666022	-3.049116	-0.15489044	down
226013_at	6.25E-02	1.10E-02	-2.6658437	-3.049512	-0.21489805	TRAK1	6.25E-02	1.10E-02	-2.6658437	-3.049512	-0.21489805	down
221590_s_at	6.25E-02	1.10E-02	-2.665718	-3.049792	-0.73328992	ALDH6A1	6.25E-02	1.10E-02	-2.665718	-3.049792	-0.73328992	down
210994_x_at	6.25E-02	1.11E-02	2.6655168	-3.050239	0.38298082	TRIM23	6.25E-02	1.11E-02	2.6655168	-3.050239	0.38298082	up
